0.5	1373	143	12	0.0991	50.28591
1	1373	143	12	0.12312	51.14751
2	1373	143	12	0.13504	49.61141
5	1373	143	12	0.30013	42.00195
10	1373	143	12	0.11815	44.01977
20	1373	143	12	0.18337	40.37044
50	1373	143	12	0.2704	36.70521
100	1373	143	12	0.3046	33.06387
300	1373	143	12	0.44626	26.8479
1000	1373	143	12	0.52005	20.02032
0.5	1323	143	12	0.09349	56.30111
1	1323	143	12	0.10612	54.23184
2	1323	143	12	0.11522	51.7006
5	1323	143	12	0.17607	48.24159
10	1323	143	12	0.1124	42.54636
20	1323	143	12	0.1165	44.44081
50	1323	143	12	0.15539	40.6177
100	1323	143	12	0.19833	37.52197
300	1323	143	12	0.28787	33.96529
1000	1323	143	12	0.36138	26.54471
0.5	1273	143	12	0.08922	60.68507
1	1273	143	12	0.07579	58.4818
2	1273	143	12	0.12196	56.23107
5	1273	143	12	0.19298	51.50544
10	1273	143	12	0.10735	46.92947
20	1273	143	12	0.06789	49.20996
50	1273	143	12	0.13938	47.8827
100	1273	143	12	0.168	43.99968
300	1273	143	12	0.203	39.29375
1000	1273	143	12	0.3099	31.67762
0.5	1223	143	12	0.11344	63.68403
1	1223	143	12	0.08218	58.38844
2	1223	143	12	0.11619	57.02362
5	1223	143	12	0.17222	53.92252
10	1223	143	12	0.07389	48.11774
20	1223	143	12	0.06518	51.04485
50	1223	143	12	0.11521	49.14665
100	1223	143	12	0.11801	46.74303
300	1223	143	12	0.17493	41.16299
1000	1223	143	12	0.26189	36.48652
0.5	1373	77	11	0.02396	51.54875
1	1373	77	11	0.04712	46.97957
2	1373	77	11	0.07315	45.39309
5	1373	77	11	0.15502	51.37045
10	1373	77	11	0.15787	41.55991
20	1373	77	11	0.14877	41.87686
50	1373	77	11	0.21097	37.37528
100	1373	77	11	0.25058	33.5031
300	1373	77	11	0.36521	26.21702
1000	1373	77	11	0.47449	18.95531
0.5	1323	77	11	0.02812	56.98384
1	1323	77	11	0.04209	55.52804
2	1323	77	11	0.05415	54.6037
5	1323	77	11	0.07423	56.03467
10	1323	77	11	0.12613	49.76694
20	1323	77	11	0.10894	49.62837
50	1323	77	11	0.15111	47.59208
100	1323	77	11	0.18799	46.0036
300	1323	77	11	0.23042	37.0454
1000	1323	77	11	0.30752	30.47453
0.5	1273	77	11	0.01647	58.56049
1	1273	77	11	0.05307	56.85499
2	1273	77	11	0.05731	55.99138
5	1273	77	11	0.10918	58.10718
10	1273	77	11	0.10585	49.58955
20	1273	77	11	0.07442	51.7564
50	1273	77	11	0.09947	51.75662
100	1273	77	11	0.12085	50.25229
300	1273	77	11	0.17156	44.29502
1000	1273	77	11	0.21328	39.13345
0.5	1223	77	11	0.01022	70.06939
1	1223	77	11	0.03846	65.3081
2	1223	77	11	0.08252	64.31326
5	1223	77	11	0.08	61.63444
10	1223	77	11	0.08634	56.5363
20	1223	77	11	0.05247	57.41542
50	1223	77	11	0.0715	54.76314
100	1223	77	11	0.09899	51.96037
300	1223	77	11	0.1274	48.51437
1000	1223	77	11	0.13766	43.90063
0.5	1373	9	6.2	0.04488	54.45411
1	1373	9	6.2	0.05492	52.60474
2	1373	9	6.2	0.07771	47.66855
5	1373	9	6.2	0.09201	53.28826
10	1373	9	6.2	0.09898	47.81123
20	1373	9	6.2	0.08803	48.89653
50	1373	9	6.2	0.12308	43.06469
100	1373	9	6.2	0.15316	41.09689
300	1373	9	6.2	0.22856	38.83787
1000	1373	9	6.2	0.27789	35.21157
0.5	1323	9	6.2	0.02942	56.79476
1	1323	9	6.2	0.04349	56.61094
2	1323	9	6.2	0.04776	57.48959
5	1323	9	6.2	0.05558	57.2938
10	1323	9	6.2	0.06917	55.98842
20	1323	9	6.2	0.07299	53.60156
50	1323	9	6.2	0.07614	52.277
100	1323	9	6.2	0.08354	50.5974
300	1323	9	6.2	0.11234	47.50835
1000	1323	9	6.2	0.18644	43.68093
0.5	1273	9	6.2	0.00577	60.87088
1	1273	9	6.2	0.00741	59.64911
2	1273	9	6.2	0.01009	59.91025
5	1273	9	6.2	0.01009	59.91025
10	1273	9	6.2	0.022	58.92146
20	1273	9	6.2	0.02648	56.56181
50	1273	9	6.2	0.03329	55.54975
