0.5	1373	120	12	0.0991	56.21687
1	1373	120	12	0.12312	57.19436
2	1373	120	12	0.13504	55.45198
5	1373	120	12	0.30013	46.84348
10	1373	120	12	0.11815	49.12254
20	1373	120	12	0.18337	45.0027
50	1373	120	12	0.2704	40.87365
100	1373	120	12	0.3046	36.78015
300	1373	120	12	0.44626	29.81212
1000	1373	120	12	0.52005	22.18715
0.5	1323	120	12	0.09349	63.04278
1	1323	120	12	0.10612	60.68961
2	1323	120	12	0.11522	57.81489
5	1323	120	12	0.17607	53.89326
10	1323	120	12	0.1124	47.45325
20	1323	120	12	0.1165	49.5931
50	1323	120	12	0.15539	45.27714
100	1323	120	12	0.19833	41.78924
300	1323	120	12	0.28787	37.78962
1000	1323	120	12	0.36138	29.47102
0.5	1273	120	12	0.08922	68.02707
1	1273	120	12	0.07579	65.51603
2	1273	120	12	0.12196	62.95417
5	1273	120	12	0.19298	57.58596
10	1273	120	12	0.10735	52.4015
20	1273	120	12	0.06789	54.98355
50	1273	120	12	0.13938	53.48038
100	1273	120	12	0.168	49.0892
300	1273	120	12	0.203	43.7804
1000	1273	120	12	0.3099	35.21855
0.5	1223	120	12	0.11344	71.44107
1	1223	120	12	0.08218	65.4022
2	1223	120	12	0.11619	63.84875
5	1223	120	12	0.17222	60.32352
10	1223	120	12	0.07389	53.74142
20	1223	120	12	0.06518	57.0578
50	1223	120	12	0.11521	54.90653
100	1223	120	12	0.11801	52.18578
300	1223	120	12	0.17493	45.88372
1000	1223	120	12	0.26189	40.61739
0.5	1373	90	11	0.02396	57.64974
1	1373	90	11	0.04712	52.47033
2	1373	90	11	0.07315	50.67516
5	1373	90	11	0.15502	57.44737
10	1373	90	11	0.15787	46.34458
20	1373	90	11	0.14877	46.70229
50	1373	90	11	0.21097	41.62786
100	1373	90	11	0.25058	37.27346
300	1373	90	11	0.36521	29.10631
1000	1373	90	11	0.47449	21.00045
0.5	1323	90	11	0.02812	63.81979
1	1323	90	11	0.04209	62.16331
2	1323	90	11	0.05415	61.11229
5	1323	90	11	0.07423	62.73963
10	1323	90	11	0.12613	55.62165
20	1323	90	11	0.10894	55.46457
50	1323	90	11	0.15111	53.15774
100	1323	90	11	0.18799	51.36009
300	1323	90	11	0.23042	41.25284
1000	1323	90	11	0.30752	33.87202
0.5	1273	90	11	0.01647	65.60566
1	1273	90	11	0.05307	63.66401
2	1273	90	11	0.05731	62.68154
5	1273	90	11	0.10918	65.0894
10	1273	90	11	0.10585	55.41367
20	1273	90	11	0.07442	57.87068
50	1273	90	11	0.09947	57.87092
100	1273	90	11	0.12085	56.16483
300	1273	90	11	0.17156	49.42285
1000	1273	90	11	0.21328	43.59982
0.5	1223	90	11	0.01022	78.74684
1	1223	90	11	0.03846	73.29672
2	1223	90	11	0.08252	72.15982
5	1223	90	11	0.08	69.10165
10	1223	90	11	0.08634	63.29437
20	1223	90	11	0.05247	64.29458
50	1223	90	11	0.0715	61.2785
100	1223	90	11	0.09899	58.09619
300	1223	90	11	0.1274	54.19047
1000	1223	90	11	0.13766	48.97311
0.5	1373	10	6.2	0.04488	60.95026
1	1373	10	6.2	0.05492	58.84871
2	1373	10	6.2	0.07771	53.25044
5	1373	10	6.2	0.09201	59.62518
10	1373	10	6.2	0.09898	53.41203
20	1373	10	6.2	0.08803	54.64164
50	1373	10	6.2	0.12308	48.04347
100	1373	10	6.2	0.15316	45.82212
300	1373	10	6.2	0.22856	43.27512
1000	1373	10	6.2	0.27789	39.1935
0.5	1323	10	6.2	0.02942	63.60457
1	1323	10	6.2	0.04349	63.39536
2	1323	10	6.2	0.04776	64.39559
5	1323	10	6.2	0.05558	64.17266
10	1323	10	6.2	0.06917	62.68701
20	1323	10	6.2	0.07299	59.97341
50	1323	10	6.2	0.07614	58.46913
100	1323	10	6.2	0.08354	56.56329
300	1323	10	6.2	0.11234	53.06294
1000	1323	10	6.2	0.18644	48.73451
0.5	1273	10	6.2	0.00577	68.23898
1	1273	10	6.2	0.00741	66.84602
2	1273	10	6.2	0.01009	67.14366
5	1273	10	6.2	0.01009	67.14366
10	1273	10	6.2	0.022	66.01686
20	1273	10	6.2	0.02648	63.33042
50	1273	10	6.2	0.03329	62.17931
100	1273	10	6.2	0.03019	61.94213
300	1273	10	6.2	0.05915	58.44194
1000	1273	10	6.2	0.10053	58.16301
10	1223	10	6.2	0.01027	72.41226
20	1223	10	6.2	0.01793	70.9241
50	1223	10	6.2	0.02054	66.76748
100	1223	10	6.2	0.01981	64.6888
300	1223	10	6.2	0.03923	63.45344
1000	1223	10	6.2	0.03318	61.20926
